"island","site","GenSp","abundance"
"kauai","kauai_01","Linepithema humile",5
"kauai","kauai_01","Xenylla yucatana",4
"kauai","kauai_01","Reticulaphis distylii fici",4
"kauai","kauai_01","Metromenus limbatus",2
"kauai","kauai_01","Hyposmocoma new species 01",3
"kauai","kauai_01","Drosophila immigrans",1
"kauai","kauai_01","Linognathus vituli",1
"kauai","kauai_01","Drosophila micromyia",3
"kauai","kauai_01","Cyrtopeltis kahakai",1
"kauai","kauai_01","Hyposmocoma pritchardiae",1
"kauai","kauai_01","Dendrothripoides innoxius",4
"kauai","kauai_01","Agrotis ipsilon",1
"kauai","kauai_01","Limonia hawaiiensis",2
"kauai","kauai_01","Enicospilus lineatus",1
"kauai","kauai_01","Macroneura swezeyi",1
"kauai","kauai_01","Trigonotylus hawaiiensis",1
"kauai","kauai_01","Hylaeus flavifrons",3
"kauai","kauai_01","Thelacantha brevispina",1
"kauai","kauai_01","Orthotylus xylosmicola",1
"kauai","kauai_01","Phlaeopora diluta",7
"kauai","kauai_01","Entomobrya atrocincta",1
"kauai","kauai_01","Nesosydne ipomoeicola",2
"kauai","kauai_01","Peridroma saucia",3
"kauai","kauai_01","Laelaps echidnina",3
"kauai","kauai_01","Dyscritomyia limbipennis",1
"kauai","kauai_01","Papilio xuthus",2
"kauai","kauai_01","Scatella hawaiiensis",2
"kauai","kauai_01","Lytogaster gravida",3
"kauai","kauai_01","Hemischizocranium aloha",2
"kauai","kauai_01","Chloriona kolophon",3
"kauai","kauai_01","Blackburnia mandibularis",1
"kauai","kauai_01","Conocephalus saltator",1
"kauai","kauai_01","Nipponorthezia guadalcanalia",2
"kauai","kauai_01","Haliophyle flavistigma",1
"kauai","kauai_01","Brachystomella parvula",2
"kauai","kauai_01","Phthiracarus dasypus",3
"kauai","kauai_01","Heterocrossa graminicolor",2
"kauai","kauai_01","Scaptomyza uliginosa",1
"kauai","kauai_01","Lispocephala montgomeryi",1
"kauai","kauai_01","Vanessa virginiensis",2
"kauai","kauai_01","Oceanides rugosiceps",2
"kauai","kauai_01","Drosophila paraanthrax",4
"kauai","kauai_01","Lycophotia porphyrea",1
"kauai","kauai_01","Nesticella mogera",3
"kauai","kauai_01","Oodemas puncticolle",2
"kauai","kauai_01","Cheyletus eruditus",2
"kauai","kauai_01","Scaptomyza penicula",2
"kauai","kauai_01","Spolas delicata",1
"kauai","kauai_01","Neseis altemata",3
"kauai","kauai_01","Prognathogryllus victoriae",2
"kauai","kauai_01","Macaria abydata",3
"kauai","kauai_01","Diestota latifrons",2
"kauai","kauai_01","Procanace bifurcata",2
"kauai","kauai_01","Udea constricta",2
"kauai","kauai_01","Nesosydne naenae",1
"kauai","kauai_01","Hypothenemus eruditus",2
"kauai","kauai_01","Merimnetria mendax",3
"kauai","kauai_01","Cephalochrysa hovas",1
"kauai","kauai_01","Tinostoma smaragditis",7
"kauai","kauai_01","Schrankia oxygramma",1
"kauai","kauai_01","Cadrema pallida",5
"kauai","kauai_01","Thyrocopa cinerella",2
"kauai","kauai_01","Desmometopa tarsalis",2
"kauai","kauai_01","Uropachys fusticercus",3
"kauai","kauai_01","Ploiariodes rubromaculatus",2
"kauai","kauai_01","Lyperosia irritans",7
"kauai","kauai_01","Hasarius adansoni",1
"kauai","kauai_01","Parajapyx isabellae",1
"kauai","kauai_01","Prosopeus kauaiensis",3
"kauai","kauai_01","Spelaeorchestia koloana",2
"kauai","kauai_01","Chalcomenus costatus",1
"kauai","kauai_01","Nesodynerus lipocharis",3
"kauai","kauai_01","Sitophilus linearis",1
"kauai","kauai_01","Vanessa cardui",1
"kauai","kauai_01","Aleurocanthus spiniferus",3
"kauai","kauai_01","Hydrophorus pacificus",2
"kauai","kauai_01","Nysius mixtus",3
"molokai","molokai_01","Udea despecta",2
"molokai","molokai_01","Hylaeus hilaris",2
"molokai","molokai_01","Adrapsa manifestalis",3
"molokai","molokai_01","Physopleurella mundula",6
"molokai","molokai_01","Aspilota konae",7
"molokai","molokai_01","Oodemas brunneum",2
"molokai","molokai_01","Blapstinus dilatatus",3
"molokai","molokai_01","Hyposmocoma mactella",1
"molokai","molokai_01","Platyptilia littoralis",4
"molokai","molokai_01","Paratrechina bourbonica",4
"molokai","molokai_01","Scaphytopius loricatus",2
"molokai","molokai_01","Nysius abnormis",5
"molokai","molokai_01","Oodemas angustum",1
"molokai","molokai_01","Diestota trogophleoides",11
"molokai","molokai_01","Mesothriscus vagans",1
"molokai","molokai_01","Udea constricta",5
"molokai","molokai_01","Hermetia illucens",2
"molokai","molokai_01","Colobopyga pritchardiae",3
"molokai","molokai_01","Syntormon flexibile",1
"molokai","molokai_01","Caecilius analis",3
"molokai","molokai_01","Callosobruchus phaseoli",1
"molokai","molokai_01","Philodoria splendida",3
"molokai","molokai_01","Eupithecia prasinombra",3
"molokai","molokai_01","Dicyrtoma brevifibra",4
"molokai","molokai_01","Hyposmocoma malornata",10
"molokai","molokai_01","Hyposmocoma stigmatella",1
"molokai","molokai_01","Bradysia impatiens",2
"molokai","molokai_01","Heterocrossa corticella",2
"molokai","molokai_01","Nesodynerus deinogaster",7
"molokai","molokai_01","Nesopeplus confertus",3
"molokai","molokai_01","Blackburnia constricta",5
"molokai","molokai_01","Udea endopyra",3
"molokai","molokai_01","Sepsis biflexuosa",2
"molokai","molokai_01","Odynerus charadrophilus",1
"molokai","molokai_01","Merimnetria ichthyochroa",2
"molokai","molokai_01","Empicoris rubromaculatus",7
"molokai","molokai_01","Gonioryctus elegans",8
"molokai","molokai_01","Cis insularis",3
"molokai","molokai_01","Cyrtopeltis kahakai",1
"molokai","molokai_01","Odynerus purpurifer",3
"molokai","molokai_01","Cyclophora nanaria",3
"molokai","molokai_01","Neodusmetia sangwani",5
"molokai","molokai_01","Xyletobius sykesii",2
"molokai","molokai_01","Thriscothorax platysminus",13
"molokai","molokai_01","Limonia nigropolita",15
"molokai","molokai_01","Sophonia rufofascia",8
"molokai","molokai_01","Enicospilus mauicola",3
"molokai","molokai_01","Dermestes maculatus",10
"molokai","molokai_01","Entomobrya multifasciata",7
"molokai","molokai_01","Lycophotia porphyrea",1
"molokai","molokai_01","Phlyctaenia endopyra",11
"molokai","molokai_01","Agrotis diplosticta",4
"molokai","molokai_01","Plagithmysus aestivus",1
"molokai","molokai_01","Mecyclothorax perkinsi",5
"molokai","molokai_01","Drosophila toxochaeta",12
"molokai","molokai_01","Nesopeplus olindae",5
"molokai","molokai_01","Campsicnemus helvolus",2
"molokai","molokai_01","Pararrhaptica leopardella",11
"molokai","molokai_01","Drosophila diamphidiopoda",1
"molokai","molokai_01","Melanoxanthus melanocephalus",5
"molokai","molokai_01","Idiomyia perkinsi",4
"molokai","molokai_01","Orsonwelles macbeth",1
"molokai","molokai_01","Nesiomiris usingeri",2
"molokai","molokai_01","Hyposmocoma fervida",6
"molokai","molokai_01","Leurocorynus cephalotes",8
"molokai","molokai_01","Hyposmocoma chilonella triocellata",8
"molokai","molokai_01","Thelacantha brevispina",1
"molokai","molokai_01","Metrothorax blackburni",1
"molokai","molokai_01","Thriscothorax laticollis",1
"molokai","molokai_01","Megalagrion xanthomelas",3
"molokai","molokai_01","Eudonia erebochalca",1
"molokai","molokai_01","Aloha ipomoeae",7
"molokai","molokai_01","Polistes olivaceus",2
"molokai","molokai_01","Geotomus pygmaeus",1
"molokai","molokai_01","Adachia williamsi",1
"molokai","molokai_01","Idiomyia picta",2
"molokai","molokai_01","Spanagonicus albofasciatus",2
"molokai","molokai_01","Nesosteles volcanicola",2
"molokai","molokai_01","Leucania euclidias",4
"molokai","molokai_01","Chaetoravinia anandra",3
"molokai","molokai_01","Pipunculus delomeris",3
"molokai","molokai_01","Sarona antennata",6
"molokai","molokai_01","Lonchoptera furcata",1
"molokai","molokai_01","Platyura hawaiiensis",3
"molokai","molokai_01","Nesosydne procellaris",5
"molokai","molokai_01","Lispocephala perflava",6
"molokai","molokai_01","Proterhinus convexiusculus",2
"molokai","molokai_01","Phaeogramma vittipennis",2
"molokai","molokai_01","Diestota parva",10
"molokai","molokai_01","Drosophila velutinifrons",1
"molokai","molokai_01","Odynerus naiadum",9
"molokai","molokai_01","Scaptomyza nasalis",2
"molokai","molokai_01","Paratrechina longicornis",5
"molokai","molokai_01","Paratrigonidium pacificum",3
"molokai","molokai_01","Paraliancalus metallicus",1
"molokai","molokai_01","Encarsia citrinus",7
"molokai","molokai_01","Apterocis rufonotatus",8
"molokai","molokai_01","Thyrocopa decipiens",1
"molokai","molokai_01","Hyperdasys unicolor",2
"molokai","molokai_01","Ceratitis capitata",4
"molokai","molokai_01","Blackburnia cheloniceps",2
"molokai","molokai_01","Culex pipiens quinquefasciatus",5
"molokai","molokai_01","Philonthus discoideus",2
"molokai","molokai_01","Odynerus montivagus",7
"molokai","molokai_01","Nesoprosopis volatilis",4
"molokai","molokai_01","Atelothrus platynoides flavipes",3
"molokai","molokai_01","Haliophyle niphadopa",1
"molokai","molokai_01","Macaria abydata",1
"molokai","molokai_01","Oceanides gressitti",2
"molokai","molokai_01","Eutochia lateralis",1
"molokai","molokai_01","Tetranychus neocalidonicus",5
"molokai","molokai_01","Campsicnemus indecorus",1
"molokai","molokai_01","Eristalinus arvorum",1
"molokai","molokai_01","Scoparia rhombias",3
"molokai","molokai_01","Nesiomiris olapa",3
"molokai","molokai_01","Nesogonia blackburni",1
"molokai","molokai_01","Eudonia hawaiiensis",2
"molokai","molokai_01","Polistes aurifer",1
"molokai","molokai_01","Procanace acuminata",7
"molokai","molokai_01","Dettopsomyia nigrovittata",5
"molokai","molokai_01","Scaptomyza villosa",5
"molokai","molokai_01","Thrips hawaiiensis",4
"molokai","molokai_01","Eupetinus macrothorax",5
"molokai","molokai_01","Megalagrion amaurodytum amaurodytum",8
"molokai","molokai_01","Epiphyas postvittana",7
"molokai","molokai_01","Piophila casei",1
"molokai","molokai_01","Araecerus varians",8
"molokai","molokai_01","Plautia stali",1
"molokai","molokai_01","Epitrix parvula",2
"molokai","molokai_01","Trioza ohiacola",2
"molokai","molokai_01","Nabis blackburni",3
"molokai","molokai_01","Dryophthorus squalidus",1
"molokai","molokai_01","Argiope appensa",4
"molokai","molokai_01","Xyleborus molokaiensis",4
"molokai","molokai_01","Chelopistes meleagridis",9
"molokai","molokai_01","Opsius stactogalus",2
"molokai","molokai_01","Plagithmysus ilicis ilicis",2
"molokai","molokai_01","Campsicnemus chauliopodus",2
"molokai","molokai_01","Tetragnatha kamakou",9
"molokai","molokai_01","Mantua fulvosericea",1
"molokai","molokai_01","Xenopsylla cheopis",7
"molokai","molokai_01","Eucelatoria ""mexico""",1
"molokai","molokai_01","Bembidion spurcum",2
"molokai","molokai_01","Eurynogaster undulata",7
"molokai","molokai_01","Solierella peckhami",4
"molokai","molokai_01","Mestolobes xanthoscia",4
"molokai","molokai_01","Hyposmocoma subsericea",1
"molokai","molokai_01","Entomobrya guthriei",3
"molokai","molokai_01","Mirosternus affinis",3
"molokai","molokai_01","Nesodynerus microdemas",3
"molokai","molokai_01","Neomyia cornicina",5
"molokai","molokai_01","Nesencyrtus kaalae",2
"molokai","molokai_01","Scaptomyza longipecten",5
"molokai","molokai_01","Strumigenys rogeri",1
"molokai","molokai_01","Triphleps persequens",3
"molokai","molokai_01","Sephora criniger",1
"molokai","molokai_01","Drosophila bostrycha",12
"molokai","molokai_01","Homoneura unguiculata",1
"molokai","molokai_01","Heterocrossa ferruginea",2
"molokai","molokai_01","Carposina gracillima",3
"molokai","molokai_01","Nesodynerus purpurifer",2
"molokai","molokai_01","Echthromorpha flavoorbitalis",1
"molokai","molokai_01","Eupetinus marginatus",1
"molokai","molokai_01","Hyposmocoma tenuipalpis",3
"molokai","molokai_01","Philodoria marginestrigata",2
"molokai","molokai_01","Carpophilus humeralis",6
"molokai","molokai_01","Salina maculata",10
"molokai","molokai_01","Pachodynerus nasidens",6
"molokai","molokai_01","Macrancylus linearis",2
"molokai","molokai_01","Labia dubronyi",1
"molokai","molokai_01","Carpophilus maculatus",4
"molokai","molokai_01","Nesomicromus bellulus",12
"molokai","molokai_01","Dryophthorus insignis",4
"molokai","molokai_01","Acritus sculptus",2
"molokai","molokai_01","Cis cognatissimus",9
"molokai","molokai_01","Eucoila oreias",3
"molokai","molokai_01","Monopis meliorella",7
"molokai","molokai_01","Gymnodia arcuata",11
"molokai","molokai_01","Ptycta distinguenda",7
"molokai","molokai_01","Enicospilus dispilus",1
"molokai","molokai_01","Euborellia eteronoma",1
"molokai","molokai_01","Drosophila fasciculisetae",3
"molokai","molokai_01","Mimosestes nubigens",3
"molokai","molokai_01","Asterolecanium pustulans",1
"molokai","molokai_01","Odynerus cephalostictus",3
"molokai","molokai_01","Haematobia irritans",2
"molokai","molokai_01","Myrmecopora pumila",1
"molokai","molokai_01","Spirolabia dubronyi",1
"molokai","molokai_01","Plusia giffardi",1
"molokai","molokai_01","Trupanea crassipes",1
"molokai","molokai_01","Mecyclothorax molokaiae",4
"molokai","molokai_01","Anomalochrysa proteus",3
"molokai","molokai_01","Dryophthorus crassus",6
"molokai","molokai_01","Echthromorpha fuscator",1
"molokai","molokai_01","Plusia pterylota",6
"molokai","molokai_01","Blackburnia munroi",2
"molokai","molokai_01","Drosophila laciniosa",12
"molokai","molokai_01","Odynerus monas",7
"molokai","molokai_01","Saldula oahuensis",2
"molokai","molokai_01","Sarcophaga albiceps",2
"molokai","molokai_01","Hyposmocoma notabilis",4
"molokai","molokai_01","Thriscothorax molokaiae",3
"molokai","molokai_01","Neseis nitida consummate",2
"molokai","molokai_01","Aphis middletonii",3
"molokai","molokai_01","Xylopsocus castanoptera",3
"molokai","molokai_01","Hyposmocoma chilonella",1
"molokai","molokai_01","Blackburnia sphodriformis",3
"molokai","molokai_01","Cephalops uluhe",4
"molokai","molokai_01","Hyposmocoma radiatella",1
"molokai","molokai_01","Adelencyrtus odonaspidis",1
"molokai","molokai_01","Pimpla hawaiiensis",1
"molokai","molokai_01","Carposina new species 09",3
"molokai","molokai_01","Thrips australis",2
"molokai","molokai_01","Micromus bellulus",3
"molokai","molokai_01","Hyposmocoma pseudolita",2
"molokai","molokai_01","Nesobiella hospes",4
"molokai","molokai_01","Latrodectus geometricus",1
"molokai","molokai_01","Lepidosaphes tokionis",1
"molokai","molokai_01","Oliarus neomorai",1
"molokai","molokai_01","Carposina ferruginea",3
"molokai","molokai_01","Megachile diligens",1
"molokai","molokai_01","Aeletes subalatus",4
"molokai","molokai_01","Hypodiranchis bicolor",9
"molokai","molokai_01","Mecaphesa junctus",2
"molokai","molokai_01","Lispocephala parilis",3
"molokai","molokai_01","Eurynogaster maculata",2
"molokai","molokai_01","Polynema pyrophila",2
"molokai","molokai_01","Proterhinus navita",5
"molokai","molokai_01","Drosophila anthrax",1
"molokai","molokai_01","Entomobrya mauka",2
"molokai","molokai_01","Itodacnus collaris",3
"molokai","molokai_01","Ptycta drepana",1
"molokai","molokai_01","Enicospilus orbitalis",1
"molokai","molokai_01","Lispocephala flavobasalis extera",1
"molokai","molokai_01","Siphanta acuta",3
"molokai","molokai_01","Anagyrus antoninae",1
"molokai","molokai_01","Scaptomyza aloha",6
"molokai","molokai_01","Platyura fuscocostata",3
"molokai","molokai_01","Proisotoma nigromaculosa",1
"molokai","molokai_01","Ectemnius molokaiensis",2
"molokai","molokai_01","Blackburnia moerens",4
"molokai","molokai_01","Aulacaspis rosarum",3
"molokai","molokai_01","Pullimosina heteroneura",2
"molokai","molokai_01","Encyrtus infelix",2
"molokai","molokai_01","Udea argoscelis",6
"molokai","molokai_01","Ctenosciara hawaiiensis",1
"molokai","molokai_01","Mecyclothorax exilis",2
"molokai","molokai_01","Atrachycnemis perkinsi",1
"molokai","molokai_01","Mesograpta marginata",3
"molokai","molokai_01","Apetasimus atratus",10
"molokai","molokai_01","Sarcophaga dux",3
"molokai","molokai_01","Enicospilus bellator",1
"molokai","molokai_01","Tenuipalpus pacificus",1
"molokai","molokai_01","Orthostolus germanus",2
"molokai","molokai_01","Oxya japonica",3
"molokai","molokai_01","Haplothrips graminis",9
"molokai","molokai_01","Ectemnius nesiotes",2
"molokai","molokai_01","Palmicultor palmarum",4
"molokai","molokai_01","Isotoma sensibilis",5
"molokai","molokai_01","Ploiariodes rubromaculatus",3
"molokai","molokai_01","Proterhinus angustior",5
"molokai","molokai_01","Lispocephala nana",3
"molokai","molokai_01","Nesosydne ipomoeicola",1
"molokai","molokai_01","Mestolobes mesacma",1
"molokai","molokai_01","Acalles frater",2
"molokai","molokai_01","Nesodynerus monas",1
"molokai","molokai_01","Ormiscus rectus",1
"molokai","molokai_01","Aristotelia ichthyochroa",4
"molokai","molokai_01","Megacerus leucospilus",3
"molokai","molokai_01","Cacoxenus perspicax",2
"molokai","molokai_01","Xanthogramma grandicorne",2
"molokai","molokai_01","Ananca bicolor",1
"molokai","molokai_01","Dalotia coriaria",1
"molokai","molokai_01","Dioxyna sororcula",5
"molokai","molokai_01","Dicranomyia hawaiiensis",2
"molokai","molokai_01","Pyroderces rileyi",7
"molokai","molokai_01","Cirphis unipuncta",7
"molokai","molokai_01","Euxesta annonae",6
"molokai","molokai_01","Distoleon perjurus",2
"molokai","molokai_01","Onthophagus sagittarius",3
"molokai","molokai_01","Lispocephala vahda",2
"molokai","molokai_01","Hyposmocoma scolopax",1
"molokai","molokai_01","Plagiomerus hospes",6
"molokai","molokai_01","Archips postvittana",5
"molokai","molokai_01","Hyposmocoma pluviella",5
"molokai","molokai_01","Thyrocopa gigas",4
"molokai","molokai_01","Hyposmocoma picticornis",1
"molokai","molokai_01","Amauromyza maculosa",4
"molokai","molokai_01","Pauahiana swezeyi",7
"molokai","molokai_01","Anomalochrysa angulicosta",4
"molokai","molokai_01","Conocephalus saltator",2
"molokai","molokai_01","Omiodes monogona",6
"molokai","molokai_01","Desmometopa tarsalis",9
"molokai","molokai_01","Disenochus longipes",3
"molokai","molokai_01","Canaceoides hawaiiensis",1
"molokai","molokai_01","Sarcophaga africa",3
"molokai","molokai_01","Draeculacephala minerva",1
"molokai","molokai_01","Hyposmocoma costimaculata",1
"molokai","molokai_01","Nabis capsiformis",1
"molokai","molokai_01","Anisolabis eteronoma",1
"molokai","molokai_01","Anstenoptilia marmorodactyla",2
"molokai","molokai_01","Entomobrya socia",2
"molokai","molokai_01","Platyptilia fuscicornis",5
"molokai","molokai_01","Coccophagus ceroplastae",3
"molokai","molokai_01","Azya orbigera",1
"molokai","molokai_01","Scoparia miantis",2
"molokai","molokai_01","Hanseniella unguiculata",1
"molokai","molokai_01","Cryptophlebia illepida fulva",1
"molokai","molokai_01","Mesothriscus abax",5
"molokai","molokai_01","Proprioseiopsis ovatus",3
"molokai","molokai_01","Nesophrosyne procellaris",3
"molokai","molokai_01","Scaptomyza semiflava",2
"molokai","molokai_01","Scaptomyza mimula",2
"molokai","molokai_01","Nesiomiris spatulatus",3
"molokai","molokai_01","Eudonia venosa",2
"molokai","molokai_01","Hyposmocoma suffusella",1
"molokai","molokai_01","Oliarus euphorbiae",5
"molokai","molokai_01","Mecyclothorax amaroides",8
"molokai","molokai_01","Rhinia apicalis",5
"molokai","molokai_01","Bactra straminea",2
"molokai","molokai_01","Chloriona kolophon",12
"molokai","molokai_01","Pieris rapae",5
"molokai","molokai_01","Nesodiranchis bryani",3
"molokai","molokai_01","Clogmia albipunctata",3
"molokai","molokai_01","Elimaea punctifera",7
"molokai","molokai_01","Chrysopa comanche",6
"molokai","molokai_01","Spheterista infaustana",2
"molokai","molokai_01","Mimosestes amicus",2
"molokai","molokai_01","Campsicnemus calcaratus",2
"molokai","molokai_01","Angitia blackburni",1
"molokai","molokai_01","Liophaena centralis",5
"molokai","molokai_01","Proterhinus hystrix",5
"molokai","molokai_01","Sigmatineurum chalybeum",9
"molokai","molokai_01","Nesosydne palustris",2
"molokai","molokai_01","Colpocaccus lanaiensis",4
"molokai","molokai_01","Coproica ferruginata",1
"molokai","molokai_01","Scoparia platyscia",2
"molokai","molokai_01","Leptynoptera sulfurea",2
"molokai","molokai_01","Dolichopus exsul",7
"molokai","molokai_01","Hyposmocoma argentea",1
"molokai","molokai_01","Scaptomyza nasalis",2
"molokai","molokai_01","Hypergonatopus molokaiensis",2
"molokai","molokai_01","Mestolobes pyropa",3
"molokai","molokai_01","Hyposmocoma vermiculata",1
"molokai","molokai_01","Orthotylus diospyricola",3
"molokai","molokai_01","Mecyclothorax platysminus",5
"molokai","molokai_01","Omphisa anastomosalis",3
"molokai","molokai_01","Prosopeus olindae",6
"molokai","molokai_01","Sarona azophila",1
"molokai","molokai_01","Nesomimesa nitida",9
"molokai","molokai_01","Ganaspis ovata",4
"molokai","molokai_01","Mestolobes scleropis",3
"molokai","molokai_01","Elmoia multispinosa",3
"molokai","molokai_01","Agrion molokaiense",3
"molokai","molokai_01","Lispocephala longipes",2
"molokai","molokai_01","Hypurus bertrandi",1
"molokai","molokai_01","Oodemas paludicola",4
"molokai","molokai_01","Parasarcophaga albiceps",3
"molokai","molokai_01","Plagithmysus indecens kainaluensis",5
"molokai","molokai_01","Metromenus moerens",4
"molokai","molokai_01","Blackburnia brevipes",3
"molokai","molokai_01","Neotermes connexus",6
"molokai","molokai_01","Engytatus hawaiiensis",2
"molokai","molokai_01","Liriomyza trifolii",2
"molokai","molokai_01","Notiphila insularis",3
"molokai","molokai_01","Eupithecia staurophragma",6
"molokai","molokai_01","Agasthenes swezeyi",8
"molokai","molokai_01","Toxoptera aurantii",1
"molokai","molokai_01","Proterhinus moribundus",1
"molokai","molokai_01","Drosophila brevissima",6
"molokai","molokai_01","Odynerus instabilis",3
"molokai","molokai_01","Orthellia caesarion",10
"molokai","molokai_01","Eudonia miantis",15
"molokai","molokai_01","Cephalops alienus",1
"molokai","molokai_01","Dactylosternum subquadratum",4
"molokai","molokai_01","Eurynogaster multispinosa",4
"molokai","molokai_01","Enicospilus molokaiensis",5
"molokai","molokai_01","Physiphora clausa",1
"molokai","molokai_01","Lyctus brunneus",1
"molokai","molokai_01","Oechalia swezeyi",1
"molokai","molokai_01","Eriopygodes euclidias",3
"molokai","molokai_01","Allograpta obliqua",1
"molokai","molokai_01","Drosophila venusta",7
"molokai","molokai_01","Blackburnia hakeakapa",10
"molokai","molokai_01","Ceropsilopa coquilletti",1
"molokai","molokai_01","Conoderus exsul",3
"molokai","molokai_01","Micromus subochraceus",2
"molokai","molokai_01","Hyposmocoma punctiplicata",7
"molokai","molokai_01","Nesopeplus ater",3
"molokai","molokai_01","Eudonia marmarias",4
"molokai","molokai_01","Platystethus americanus",2
"molokai","molokai_01","Omiodes accepta",1
"molokai","molokai_01","Distoleon wilsoni",2
"molokai","molokai_01","Odynerus camelinus",4
"molokai","molokai_01","Musca sorbens",6
"molokai","molokai_01","Aeletes similis",3
"molokai","molokai_01","Drosophila prodita",2
"molokai","molokai_01","Scatella sexnotata",1
"molokai","molokai_01","Eurynogaster tanyceraea",4
"molokai","molokai_01","Scutigerella sakimurai",6
"molokai","molokai_01","Allaphorura encarpatus",1
"molokai","molokai_01","Eupelmus flavipes",8
"molokai","molokai_01","Euchromius ocelleus",2
"molokai","molokai_01","Metromenus latifrons",4
"molokai","molokai_01","Erionota thrax",3
"molokai","molokai_01","Lispocephala longisetosa",5
"molokai","molokai_01","Hydroptila arctia",3
"molokai","molokai_01","Lampides boeticus",2
"molokai","molokai_01","Hyposmocoma nemoricola",4
"molokai","molokai_01","Simosyrphus grandicornis",5
"molokai","molokai_01","Nesodynerus brevicostatus",1
"molokai","molokai_01","Cirphis macrosaris",1
"molokai","molokai_01","Chrysomya rufifacies",1
"molokai","molokai_01","Oliarus similis molokaiana",10
"molokai","molokai_01","Sympiesis sparsus",4
"molokai","molokai_01","Euodynerus nigripennis",1
"molokai","molokai_01","Agrion blackburni",1
"molokai","molokai_01","Allothrips brasilianus",16
"molokai","molokai_01","Emperoptera bryophila",4
"molokai","molokai_01","Nesodynerus monobius",3
"molokai","molokai_01","Colpodiscus lucipetens",5
"molokai","molokai_01","Leialoha mauiensis",4
"molokai","molokai_01","Omiodes demaratalis",5
"molokai","molokai_01","Culex quinquefasciatus",1
"molokai","molokai_01","Atractomorpha sinensis",2
"molokai","molokai_01","Odynerus microdemas",6
"molokai","molokai_01","Ptycta stena",4
"molokai","molokai_01","Microterys flavus",4
"molokai","molokai_01","Hyposoter exiguae",4
"molokai","molokai_01","Hyposmocoma fulvida",3
"molokai","molokai_01","Nesocrabro daemonius",1
"molokai","molokai_01","Pseudaulacaspis cockerelli",2
"molokai","molokai_01","Tullbergia yosiii",3
"molokai","molokai_01","Ptycta peleae",3
"molokai","molokai_01","Nesoclimacias lanaiensis",4
"molokai","molokai_01","Pararrhaptica perkinsana",2
"molokai","molokai_01","Odynerus ecostatus",1
"molokai","molokai_01","Drosophila mandibulata",9
"molokai","molokai_01","Thriscothorax argutor",3
"molokai","molokai_01","Pseudolynchia canariensis",2
"molokai","molokai_01","Haliophyle flavistigma",7
"molokai","molokai_01","Hypothenemus javanus",2
"molokai","molokai_01","Scoparia zophochlora",3
"molokai","molokai_01","Nesosydne blackburni",3
"molokai","molokai_01","Empicoris whitei",2
"molokai","molokai_01","Prosoplus bankii",3
"molokai","molokai_01","Parandra puncticeps",2
"molokai","molokai_01","Blackburnia vagans",3
"molokai","molokai_01","Hyposmocoma intermixta",1
"molokai","molokai_01","Cinara atlantica",3
"molokai","molokai_01","Genophantis iodora",10
"molokai","molokai_01","Oodemas aenescens",2
"molokai","molokai_01","Hyposmocoma quadristriata",14
"molokai","molokai_01","Incisitermes immigrans",2
"molokai","molokai_01","Drosophila grimshawi",1
"molokai","molokai_01","Hoplothrips dubius",1
"molokai","molokai_01","Neosorius rufipes",1
"molokai","molokai_01","Mecyclothorax occultus",4
"molokai","molokai_01","Epitrix hirtipennis",4
"molokai","molokai_01","Pyrausta constricta",4
"molokai","molokai_01","Ornithoctona hulahula",6
"molokai","molokai_01","Nesodynerus eupteryx",1
"molokai","molokai_01","Frankliniella invasor",13
"molokai","molokai_01","Nesocrabro adspectans",5
"molokai","molokai_01","Schrankia altivolans",2
"molokai","molokai_01","Mesovelia mulsanti",6
"molokai","molokai_01","Dryophthorus declivis",1
"molokai","molokai_01","Cephalops juvator melanopodis",2
"molokai","molokai_01","Drosophila araiotrichia",2
"molokai","molokai_01","Atelothrus constrictus",2
"molokai","molokai_01","Hydrellia williamsi",1
"molokai","molokai_01","Choropleca terpsichorella",6
"molokai","molokai_01","Scaptomyza buccata",15
"molokai","molokai_01","Nabis tarai",5
"molokai","molokai_01","Mecistocephalus spissus",4
"molokai","molokai_01","Solenopsis papuana",1
"molokai","molokai_01","Leptocera abdominiseta",5
"molokai","molokai_01","Philodoria neraudicola",1
"molokai","molokai_01","Tamsica hydrophila",6
"molokai","molokai_01","Cephalochrysa hovas",1
"molokai","molokai_01","Blackburnia molokaiensis",1
"molokai","molokai_01","Nysius terrestris",4
"molokai","molokai_01","Melanozosteria soror",2
"molokai","molokai_01","Eudonia dactyliopa",12
"molokai","molokai_01","Lycoriella hoyti",2
"molokai","molokai_01","Balta notulata",2
"molokai","molokai_01","Spolas molokaiensis",4
"molokai","molokai_01","Spodoptera exempta",1
"molokai","molokai_01","Philonthus scybalarius",1
"molokai","molokai_01","Limonia perkinsi",5
"molokai","molokai_01","Drosophila brunneisetae",1
"molokai","molokai_01","Scaptomyza diaphorocerca",1
"molokai","molokai_01","Micromus angularis",2
"molokai","molokai_01","Peridroma albiorbis",3
"molokai","molokai_01","Helicoverpa confusa",1
"molokai","molokai_01","Lynchia nigra",21
"molokai","molokai_01","Drosophila hirtitarsus",5
"molokai","molokai_01","Heterocrossa trigononotata",2
"molokai","molokai_01","Nesodynerus smithii",2
"molokai","molokai_01","Mecaphesa nigrofrenatus",5
