"island","site","GenSp","final_name"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"Kauai","Kauai_01","Aedes nocturnus","Aedes nocturnus"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplllex","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"Kauai","Kauai_01","Hyposmocoma divisa","Hyposmocoma divisa"
"Kauai","Kauai_01","Hyposmocoma divisa","Hyposmocoma divisa"
"Kauai","Kauai_01","Hyposmocoma divisa","Hyposmocoma divisa"
"Kauai","Kauai_01","Hyposmocoma divisa","Hyposmocoma divisa"
"Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"Kauai","Kauai_01","Holcobius frater","Holcobius frater"
"Kauai","Kauai_01","Holcobius frater","Holcobius frater"
"Kauai","Kauai_01","Holcobius frater","Holcobius frater"
"Kauai","Kauai_01","Holcobius frater","Holcobius frater"
"Kauai","Kauai_01","Carulaspis giffardi","Carulaspis giffardi"
"Kauai","Kauai_01","Carulaspis giffardi","Carulaspis giffardi"
"Kauai","Kauai_01","Carulaspis giffardi","Carulaspis giffardi"
"Kauai","Kauai_01","Carulaspis giffardi","Carulaspis giffardi"
"Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"Kauai","Kauai_01","Spolas delicata","Spolas delicata"
"Kauai","Kauai_01","Spolas delicata","Spolas delicata"
"Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"Kauai","Kauai_01","Paralabella curvicauda","Paralabella curvicauda"
"Kauai","Kauai_01","Paralabella curvicauda","Paralabella curvicauda"
"Kauai","Kauai_01","Paralabella curvicauda","Paralabella curvicauda"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Chrysomphalus dictyospermi","Chrysomphalus dictyospermi"
"Kauai","Kauai_01","Chrysomphalus dictyospermi","Chrysomphalus dictyospermi"
"Kauai","Kauai_01","Chrysomphalus dictyospermi","Chrysomphalus dictyospermi"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"Kauai","Kauai_01","Oceanides humeralis","Oceanides humeralis"
"Kauai","Kauai_01","Oceanides humeralis","Oceanides humeralis"
"Kauai","Kauai_01","Oceanides humeralis","Oceanides humeralis"
"Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis","Hyposmocoma centralis"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana","Epiphyas postvittana"
"Kauai","Kauai_01","Conioscinella formosa","Conioscinella formosa"
"Kauai","Kauai_01","Dialeurodes kirkaldyi","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi","Dialeurodes kirkaldyi"
