"island","site","GenSp"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Paralabella curvicauda"
"Kauai","Kauai_01","Paralabella curvicauda"
"Kauai","Kauai_01","Paralabella curvicauda"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Quadristruma emmae"
"Kauai","Kauai_01","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Thyrocopa brevipalpis"
"Kauai","Kauai_01","Chrysomphalus dictyospermi"
"Kauai","Kauai_01","Chrysomphalus dictyospermi"
"Kauai","Kauai_01","Chrysomphalus dictyospermi"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Orthellia caesarion"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Polypedilum nubiferum"
"Kauai","Kauai_01","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus"
"Kauai","Kauai_01","Neelus minutus"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Hyposmocoma palmivora"
"Kauai","Kauai_01","Oceanides humeralis"
"Kauai","Kauai_01","Oceanides humeralis"
"Kauai","Kauai_01","Oceanides humeralis"
"Kauai","Kauai_01","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans"
"Kauai","Kauai_01","Schrankia altivolans"
"Kauai","Kauai_01","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena"
"Kauai","Kauai_01","Oxytelus advena"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Cligenes marianensis"
"Kauai","Kauai_01","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pseudopterocheilus relictus"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Pararrhaptica dermatopa"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Tenuipalpus pacificus"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Lycaena boetica"
"Kauai","Kauai_01","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai"
"Kauai","Kauai_01","Plagithmysus sugawai"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Clunio vagans"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Hyposmocoma centralis"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Epiphyas postvittana"
"Kauai","Kauai_01","Conioscinella formosa"
"Kauai","Kauai_01","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Dialeurodes kirkaldyi"
"Kauai","Kauai_01","Cryptophlebia ombrodelta"
"Kauai","Kauai_01","Cryptophlebia ombrodelta"
"Kauai","Kauai_01","Cryptophlebia ombrodelta"
"Kauai","Kauai_01","Cryptophlebia ombrodelta"
"Kauai","Kauai_01","Cryptophlebia ombrodelta"
"Kauai","Kauai_01","Campsicnemus penicillatus"
"Kauai","Kauai_01","Campsicnemus penicillatus"
"Kauai","Kauai_01","Campsicnemus penicillatus"
"Kauai","Kauai_01","Campsicnemus penicillatus"
"Kauai","Kauai_01","Campsicnemus penicillatus"
"Kauai","Kauai_01","Campsicnemus penicillatus"
"Kauai","Kauai_01","Campsicnemus penicillatus"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Mesovelia mulsanti"
"Kauai","Kauai_01","Evaza javanensis"
"Kauai","Kauai_01","Evaza javanensis"
"Kauai","Kauai_01","Evaza javanensis"
"Kauai","Kauai_01","Evaza javanensis"
"Kauai","Kauai_01","Evaza javanensis"
"Kauai","Kauai_01","Evaza javanensis"
"Kauai","Kauai_01","Evaza javanensis"
"Kauai","Kauai_01","Mesothriscus optimus"
"Kauai","Kauai_01","Mesothriscus optimus"
"Kauai","Kauai_01","Mesothriscus optimus"
"Kauai","Kauai_01","Chrysoperla comanche"
"Kauai","Kauai_01","Chrysoperla comanche"
"Kauai","Kauai_01","Chrysoperla comanche"
"Kauai","Kauai_01","Chrysoperla comanche"
"Kauai","Kauai_01","Chrysoperla comanche"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Cardiocondyla venustula"
"Kauai","Kauai_01","Scaptomyza hardyi"
"Kauai","Kauai_01","Scaptomyza hardyi"
"Kauai","Kauai_01","Scaptomyza hardyi"
"Kauai","Kauai_01","Scaptomyza hardyi"
"Kauai","Kauai_01","Scaptomyza hardyi"
"Kauai","Kauai_01","Scaptomyza hardyi"
"Kauai","Kauai_01","Scaptomyza hardyi"
"Kauai","Kauai_01","Scaptomyza hardyi"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Tinostoma smaragditis"
"Kauai","Kauai_01","Aleurothrixus floccosus"
"Kauai","Kauai_01","Aleurothrixus floccosus"
"Kauai","Kauai_01","Aleurothrixus floccosus"
"Kauai","Kauai_01","Nipponorthezia guadalcanalia"
"Kauai","Kauai_01","Nipponorthezia guadalcanalia"
"Kauai","Kauai_01","Nipponorthezia guadalcanalia"
"Kauai","Kauai_01","Nipponorthezia guadalcanalia"
"Kauai","Kauai_01","Nipponorthezia guadalcanalia"
"Kauai","Kauai_01","Nipponorthezia guadalcanalia"
"Kauai","Kauai_01","Nipponorthezia guadalcanalia"
"Kauai","Kauai_01","Nipponorthezia guadalcanalia"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Phidippus audax"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Diplonevra peregrina"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignigis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Holcobius insignis"
"Kauai","Kauai_01","Dyscritomyia fulgens"
"Kauai","Kauai_01","Dyscritomyia fulgens"
"Kauai","Kauai_01","Dyscritomyia fulgens"
"Kauai","Kauai_01","Dyscritomyia fulgens"
"Kauai","Kauai_01","Contarinia sorghicola"
"Kauai","Kauai_01","Contarinia sorghicola"
"Kauai","Kauai_01","Contarinia sorghicola"
"Kauai","Kauai_01","Contarinia sorghicola"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hawaiodillo sharpi"
"Kauai","Kauai_01","Hyposmocoma petroptilota"
"Kauai","Kauai_01","Hyposmocoma petroptilota"
"Kauai","Kauai_01","Hyposmocoma petroptilota"
"Kauai","Kauai_01","Hyposmocoma petroptilota"
"Kauai","Kauai_01","Hyposmocoma petroptilota"
"Kauai","Kauai_01","Hyposmocoma petroptilota"
"Kauai","Kauai_01","Hyposmocoma petroptilota"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Kauai","Kauai_01","Onychiurus folsomi"
"Maui","Maui_01","Drosophila spectabilis"
"Maui","Maui_01","Drosophila spectabilis"
"Maui","Maui_01","Mecaphesa hiatus"
"Maui","Maui_01","Mecaphesa hiatus"
"Maui","Maui_01","Cis immaturus"
"Maui","Maui_01","Cis immaturus"
"Maui","Maui_01","Cis immaturus"
"Maui","Maui_01","Cis immaturus"
"Maui","Maui_01","Cis immaturus"
"Maui","Maui_01","Cis immaturus"
"Maui","Maui_01","Cis immaturus"
"Maui","Maui_01","Campsicnemus ephydrus"
"Maui","Maui_01","Campsicnemus philohydratus"
"Maui","Maui_01","Campsicnemus philohydratus"
"Maui","Maui_01","Campsicnemus philohydratus"
"Maui","Maui_01","Eurynogaster variabilis"
"Maui","Maui_01","Eurynogaster variabilis"
"Maui","Maui_01","Eurynogaster variabilis"
"Maui","Maui_01","Eurynogaster variabilis"
"Maui","Maui_01","Gymnochiromyia hawaiiensis"
"Maui","Maui_01","Gymnochiromyia hawaiiensis"
"Maui","Maui_01","Gymnochiromyia hawaiiensis"
"Maui","Maui_01","Gymnochiromyia hawaiiensis"
"Maui","Maui_01","Caryedon serratus"
"Maui","Maui_01","Caryedon serratus"
"Maui","Maui_01","Stoeberhinus testaceus"
"Maui","Maui_01","Stoeberhinus testaceus"
"Maui","Maui_01","Stoeberhinus testaceus"
"Maui","Maui_01","Stoeberhinus testaceus"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Nesomicromus brunnescens"
"Maui","Maui_01","Proterhinus comes"
"Maui","Maui_01","Proterhinus comes"
"Maui","Maui_01","Proterhinus comes"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Cephalops titanus"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Vespula pensylvanica"
"Maui","Maui_01","Canaceoides angulatus"
"Maui","Maui_01","Canaceoides angulatus"
"Maui","Maui_01","Canaceoides angulatus"
"Maui","Maui_01","Canaceoides angulatus"
"Maui","Maui_01","Canaceoides angulatus"
"Maui","Maui_01","Tetragnatha acuta"
"Maui","Maui_01","Tetragnatha acuta"
"Maui","Maui_01","Tetragnatha acuta"
"Maui","Maui_01","Forcipomyia ingrami"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Buenoa pallipes"
"Maui","Maui_01","Mecyclothorax unctus"
"Maui","Maui_01","Mecyclothorax unctus"
"Maui","Maui_01","Oeobia heterodoxa"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Ephydra millbrae"
"Maui","Maui_01","Lispocephala xanthopleura"
"Maui","Maui_01","Lispocephala xanthopleura"
"Maui","Maui_01","Lispocephala xanthopleura"
"Maui","Maui_01","Lispocephala xanthopleura"
"Maui","Maui_01","Lispocephala xanthopleura"
"Maui","Maui_01","Lispocephala xanthopleura"
"Maui","Maui_01","Araecerus vieillardi"
"Maui","Maui_01","Carpophilus maculatus"
"Maui","Maui_01","Carpophilus maculatus"
"Maui","Maui_01","Carpophilus maculatus"
"Maui","Maui_01","Carpophilus maculatus"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauiii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Carposina mauii"
"Maui","Maui_01","Odynerus nigripennis"
"Maui","Maui_01","Odynerus nigripennis"
"Maui","Maui_01","Odynerus nigripennis"
"Maui","Maui_01","Odynerus nigripennis"
"Maui","Maui_01","Chlorococcus straussiae"
"Maui","Maui_01","Chlorococcus straussiae"
"Maui","Maui_01","Chlorococcus straussiae"
"Maui","Maui_01","Nysius beardsleyi"
"Maui","Maui_01","Nysius beardsleyi"
"Maui","Maui_01","Nysius beardsleyi"
"Maui","Maui_01","Nysius beardsleyi"
"Maui","Maui_01","Nysius beardsleyi"
"Maui","Maui_01","Neseis haleakalae"
"Maui","Maui_01","Neseis haleakalae"
"Maui","Maui_01","Drosophila lemniscata"
"Maui","Maui_01","Drosophila lemniscata"
"Maui","Maui_01","Drosophila disticha"
"Maui","Maui_01","Drosophila disticha"
"Maui","Maui_01","Eurynogaster spiniger"
"Maui","Maui_01","Eurynogaster spiniger"
"Maui","Maui_01","Eurynogaster spiniger"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Leucania striata"
"Maui","Maui_01","Neoclytarlus railliardiae"
"Maui","Maui_01","Myllaena vicina"
"Maui","Maui_01","Atheta coriaria"
"Maui","Maui_01","Hofmannophila pseudospretella"
"Maui","Maui_01","Hofmannophila pseudospretella"
"Maui","Maui_01","Hofmannophila pseudospretella"
"Maui","Maui_01","Hofmannophila pseudospretella"
"Maui","Maui_01","Hofmannophila pseudospretella"
