"","island","site","GenSp","final_name"
"365","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"366","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"367","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"368","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"369","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"370","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"371","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"372","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"373","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"374","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"375","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"376","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"377","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"378","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"379","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"380","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"381","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"382","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"383","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"384","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"385","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"386","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"387","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"388","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"389","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"390","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"391","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"392","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"393","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"394","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"395","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"396","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"397","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"398","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"399","Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"400","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"401","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"402","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"403","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"404","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"405","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"406","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"407","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"408","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"409","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"410","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"411","Kauai","Kauai_01","Syntormon distortitarsis","Syntormon distortitarsis"
"412","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"413","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"414","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"415","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"416","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"417","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"418","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"419","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"420","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"421","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"422","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"423","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"424","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"425","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"426","Kauai","Kauai_01","Proterhinus setiger","Proterhinus setiger"
"427","Kauai","Kauai_01","Aedes nocturnus","Aedes nocturnus"
"428","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"429","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"430","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"431","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"432","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"433","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"434","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"435","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"436","Kauai","Kauai_01","Laupala wailua","Laupala wailua"
"437","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"438","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"439","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"440","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"441","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"442","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"443","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"444","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"445","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"446","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"447","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"448","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"449","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"450","Kauai","Kauai_01","Dacnitus currax","Dacnitus currax"
"451","Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"452","Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"453","Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"454","Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"455","Kauai","Kauai_01","Drosophila ornata","Drosophila ornata"
"456","Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"457","Kauai","Kauai_01","Schrankia simplllex","Schrankia simplex"
"458","Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"459","Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"460","Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"461","Kauai","Kauai_01","Schrankia simplex","Schrankia simplex"
"462","Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"463","Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"464","Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"465","Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"466","Kauai","Kauai_01","Brontolaemus nudicornis","Brontolaemus nudicornis"
"467","Kauai","Kauai_01","Hyposmocoma divisa","Hyposmocoma divisa"
"468","Kauai","Kauai_01","Hyposmocoma divisa","Hyposmocoma divisa"
"469","Kauai","Kauai_01","Hyposmocoma divisa","Hyposmocoma divisa"
"470","Kauai","Kauai_01","Hyposmocoma divisa","Hyposmocoma divisa"
"471","Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"472","Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"473","Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"474","Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"475","Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"476","Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"477","Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"478","Kauai","Kauai_01","Bembidion munroi brevicolle","Bembidion munroi brevicolle"
"479","Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"480","Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"481","Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"482","Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"483","Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"484","Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"485","Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"486","Kauai","Kauai_01","Oliarus kauaiensis","Oliarus kauaiensis"
"487","Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"488","Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"489","Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"490","Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"491","Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"492","Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"493","Kauai","Kauai_01","Hyposmocoma sordidella","Hyposmocoma sordidella"
"494","Kauai","Kauai_01","Holcobius frater","Holcobius frater"
"495","Kauai","Kauai_01","Holcobius frater","Holcobius frater"
"496","Kauai","Kauai_01","Holcobius frater","Holcobius frater"
"497","Kauai","Kauai_01","Holcobius frater","Holcobius frater"
"498","Kauai","Kauai_01","Carulaspis giffardi","Carulaspis giffardi"
"499","Kauai","Kauai_01","Carulaspis giffardi","Carulaspis giffardi"
"500","Kauai","Kauai_01","Carulaspis giffardi","Carulaspis giffardi"
"501","Kauai","Kauai_01","Carulaspis giffardi","Carulaspis giffardi"
"502","Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"503","Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"504","Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"505","Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"506","Kauai","Kauai_01","Trigonidium octonalis","Trigonidium octonalis"
"507","Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"508","Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"509","Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"510","Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"511","Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"512","Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"513","Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"514","Kauai","Kauai_01","Hemiberlesia rapax","Hemiberlesia rapax"
"515","Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"516","Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"517","Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"518","Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"519","Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"520","Kauai","Kauai_01","Decadarchis penicillata","Decadarchis penicillata"
"521","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"522","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"523","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"524","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"525","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"526","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"527","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"528","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"529","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"530","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"531","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"532","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"533","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"534","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"535","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"536","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"537","Kauai","Kauai_01","Tempyra biguttula","Tempyra biguttula"
"538","Kauai","Kauai_01","Spolas delicata","Spolas delicata"
"539","Kauai","Kauai_01","Spolas delicata","Spolas delicata"
"540","Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"541","Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"542","Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"543","Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"544","Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"545","Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"546","Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"547","Kauai","Kauai_01","Udea calliastra","Udea calliastra"
"548","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"549","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"550","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"551","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"552","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"553","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"554","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"555","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"556","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"557","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"558","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"559","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"560","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"561","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"562","Kauai","Kauai_01","Disenochus erythropus","Disenochus erythropus"
"563","Kauai","Kauai_01","Paralabella curvicauda","Paralabella curvicauda"
"564","Kauai","Kauai_01","Paralabella curvicauda","Paralabella curvicauda"
"565","Kauai","Kauai_01","Paralabella curvicauda","Paralabella curvicauda"
"566","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"567","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"568","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"569","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"570","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"571","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"572","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"573","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"574","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"575","Kauai","Kauai_01","Quadristruma emmae","Quadristruma emmae"
"576","Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"577","Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"578","Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"579","Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"580","Kauai","Kauai_01","Thyrocopa brevipalpis","Thyrocopa brevipalpis"
"581","Kauai","Kauai_01","Chrysomphalus dictyospermi","Chrysomphalus dictyospermi"
"582","Kauai","Kauai_01","Chrysomphalus dictyospermi","Chrysomphalus dictyospermi"
"583","Kauai","Kauai_01","Chrysomphalus dictyospermi","Chrysomphalus dictyospermi"
"584","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"585","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"586","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"587","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"588","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"589","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"590","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"591","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"592","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"593","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"594","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"595","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"596","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"597","Kauai","Kauai_01","Orthellia caesarion","Orthellia caesarion"
"598","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"599","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"600","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"601","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"602","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"603","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"604","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"605","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"606","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"607","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"608","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"609","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"610","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"611","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"612","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"613","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"614","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"615","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"616","Kauai","Kauai_01","Polypedilum nubiferum","Polypedilum nubiferum"
"617","Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"618","Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"619","Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"620","Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"621","Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"622","Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"623","Kauai","Kauai_01","Neelus minutus","Neelus minutus"
"624","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"625","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"626","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"627","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"628","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"629","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"630","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"631","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"632","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"633","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"634","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"635","Kauai","Kauai_01","Hyposmocoma palmivora","Hyposmocoma palmivora"
"636","Kauai","Kauai_01","Oceanides humeralis","Oceanides humeralis"
"637","Kauai","Kauai_01","Oceanides humeralis","Oceanides humeralis"
"638","Kauai","Kauai_01","Oceanides humeralis","Oceanides humeralis"
"639","Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"640","Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"641","Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"642","Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"643","Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"644","Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"645","Kauai","Kauai_01","Schrankia altivolans","Schrankia altivolans"
"646","Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"647","Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"648","Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"649","Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"650","Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"651","Kauai","Kauai_01","Oxytelus advena","Oxytelus advena"
"652","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"653","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"654","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"655","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"656","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"657","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"658","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"659","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"660","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"661","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"662","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"663","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"664","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"665","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"666","Kauai","Kauai_01","Cligenes marianensis","Cligenes marianensis"
"667","Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"668","Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"669","Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"670","Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"671","Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"672","Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"673","Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"674","Kauai","Kauai_01","Pseudopterocheilus relictus","Pseudopterocheilus relictus"
"675","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"676","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"677","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"678","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"679","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"680","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"681","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"682","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"683","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"684","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"685","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"686","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"687","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"688","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"689","Kauai","Kauai_01","Pararrhaptica dermatopa","Pararrhaptica dermatopa"
"690","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"691","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"692","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"693","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"694","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"695","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"696","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"697","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"698","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"699","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"700","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"701","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"702","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"703","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"704","Kauai","Kauai_01","Tenuipalpus pacificus","Tenuipalpus pacificus"
"705","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"706","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"707","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"708","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"709","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"710","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"711","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"712","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"713","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"714","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"715","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"716","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"717","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"718","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"719","Kauai","Kauai_01","Lycaena boetica","Lycaena boetica"
"720","Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"721","Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"722","Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"723","Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"724","Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"725","Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"726","Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"727","Kauai","Kauai_01","Plagithmysus sugawai","Plagithmysus sugawai"
"728","Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"729","Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"730","Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"731","Kauai","Kauai_01","Clunio vagans","Clunio vagans"
"732","Kauai","Kauai_01","Clunio vagans","Clunio vagans"
